No.,Code,Question,Answer,Note
251,NLMT014,Rạng đông có đèn NLMT vừa dùng điện lưới vừa dùng điện mặt trời không?,Đèn đường NLMT Rạng Đông có dòng sản phẩm đèn hybrid vừa sử dụng điện từ NLMT vừa sử dụng điện từ điện lưới. Chi tiết về cách lắp đặt và sử dụng sẽ có trong hướng dẫn sử dụng của mỗi sản phẩm.,
252,NLMT015,Lắp đặt tấm pin NLMT như thể nào để đèn có thể thu năng lượng tốt nhất.?,Độ nghiêng lắp đặt tấm pin = độ nghiêng theo vĩ độ  15 độ. Tuy nhiên cũng phải căn cứ theo địa hình của vị trí lắp đặt để lắp đặt sao cho phù hợp. Lưu ý để tấm solar tránh bị che bóng trong cả ngày( lấy mùa đông làm chuẩn). Hướng tấm solar về phía Nam để thu được nhiều năng lượng.,
253,NLMT016,Một ngày cần bao nhiêu thời gian nắng để Đèn NLMT được nạp đầy?,Thông thường trong ngày nắng cần 6-8 giờ để đèn được nạp đầy pin.,
254,NLMT017,"Nhà KH chỉ năng buổi sáng, buổi chiều có bóng cây thì có sử dụng đèn NLMT được không?","Nếu nhà khách hàng chỉ nắng buổi sáng, buổi chiều có bóng cây, vẫn có thể lắp đặt được đèn NLMT. Tuy nhiên thời gian sáng sẽ không đạt theo công bố của sản phẩm, đèn sẽ không đảm bảo có thể chiếu sáng suốt đêm do đèn đã không được nạp đầy pin vào ban ngày => Cần tính toán cân nhắc thời gian chiếu sáng hợp lý.",
255,NLMT018,"Chỉ số IP và IK đèn NLMT rạng đông cao, có ý nghĩa gì không?","Chỉ số IP cao thể hiện cấp độ chống nước, chống bụi của sản phẩm. Chỉ số càng cao khảo năng chống vào nước, bụi càng cao.(đèn Rạng Đông đạt cấp IP 65,66, hầu hết các đèn trên thị trường đạt hoặc không đạt cấp IP 65)
Chỉ số IK cao thể hiện khả năng chịu va đập, rung lắc của sản phẩm càng cao",
256,NLMT019,"Những ngày mùa mưa, trời mưa liên tục nhiều ngày, đèn NLMT Rạng đông có sạc được không? Khách hàng ở Tây Nguyên hỏi?","Đèn năng lượng mặt trời Rạng Đông có thể nạp pin ngay cả khi trời mưa, râm. Tuy nhiên dung lượng nạp cho pin vào trời râm, mưa sẽ thấp hơn nạp khi trời nắng. Nếu mưa trong nhiều ngày liên tục có thể không đủ dung lượng pin để sử dụng suốt dêm.
Ở những vùng ít nắng nên sử dụng loại đèn hybrid vừa có thể dùng điện lưới và điện NLMT song song.",
257,NLMT020,Đèn NLMT Rạng đông lắp KH vùng biển có chịu được không?,"Hiện nay đèn NLMT RĐ chưa thích hợp lắp trên tàu đánh cá, nhưng lắp trên những tuyến đường dọc bờ biển Rạng Đông cũng có phương án sử dụng đèn chống muối biển, tuy nhiên khách hàng phải nêu yêu cầu khi đặt hàng.",
258,NLMT021,"KH đang sử dụng đèn đường NLMT 50W, mưa đổ cây, bể tấm pin NLMT, Cty có bán để thay không? Giá cả thế nào?","Rạng Đông có cung cấp các phụ kiện thay thế cho khách hàng như: tấm solar, bracket, đèn.",
259,NLMT022,Tuổi thọ và độ bền của tấm pin NLMT RĐ sử dụng là bao nhiêu?,"Về pin: Rạng Đông sử dụng pin lithium LiFePO4 chuyên dụng với tuổi thọ cao, an toàn ( >3000 lần chu kì nạp xả)
Tấm solar: Rạng Đông sử dụng tấm solar hiệu suất cao, tuổi thọ danh định là 20 năm.",
260,NLMT023,"Mặt cover đèn NLMT bằng nhựa, có bền với điều kiện khí hậu nhiệt đới không? Có bị giòn bễ, đổi màu không?","Cover (gọi khác là LENs) đèn NLMT Rạng Đông sử dụng chất liệu PC chất lượng cao. Đã thử nghiệm toàn diện và đạt những tiêu chuẩn về khả năng chịu nhiệt, khả năng chịu cháy và mồi cháy, thử nghiệm lão hóa (thử nghiệm ở tủ nhiệt độ cao trong thời gian dài).... đảm bảo cover không bị giòn, đổi màu và bền với khí hậu khắc nghiệt trong thời gian dài sử dụng.",
261,NLMT024,"Nhiều hãng sau 1 thời gian sử dụng Chip led bị đổi màu, Rạng đông có bị không? Sử dụng chip LED của NSX nào? Tuổi thọ bao lâu?","Rạng đông sử dụng chip LED 3030-2835 công nghệ mới nhất của Samsung, Lumiled. LED có tuổi thọ trên 50.000 giờ. Công nghệ EMC mới, bền và chịu đc nhiệt độ cao, ẩm. thích hợp cho những loại đèn sử dụng ngoài trời như đèn chiếu pha và đèn đường.
Hãng khác sử dụng LED công nghệ cũ, tuổi thọ thấp công nghệ PPA khả năng chịu nhiệt kém, biến đổi màu giảm quang ở nhiệt độ cao. Sau 1 thời gian sử dụng đèn bị giảm quang và ánh sáng bị thay đổi màu. Độ trả màu thấp gây khó khăn khi nhìn mọi vật",
262,NLMT025,Bộ lưu điện NLMT thông minh có dùng cho đèn bulb Rạng đông loại kẹp bình 12V được hay không?,Bộ lưu điện thông minh 5W NLMT có cổng ra DC 5V nên chỉ sử dụng được loại led Bulb 5V.(Rạn Đông đã cung cấp kèm 3 đèn dạng bulb bên ngoài cho bộ lưu điện để phù hợp cho nhiều hoạt động chiếu sáng khác nhau),
263,NLMT026,"Tấm pin NLMT bị rớt dây gài mặt sau, có được bảo hành?","Nếu bị tuột nắp cài, dây dẫn do lỗi của nhà sản xuất, đèn sẽ được bảo hành 1 dổi 1. Nếu lỗi do khách hàng tự làm tuột mất nắp gài, dây nhà cung cấp sẽ không chịu trách nhiệm. Các phần khác của đèn cũng bảo hành tương tự.",
264,NLMT027,"Remote của đèn đường có dùng cho đèn pha NLMT không, khoảng cách điều khiển là bao nhiêu? Là loại remote gì.Hết pin thì thay như thế nào? Loại pin gì?","Các loại remote có nhiều remote có thể dùng chung cho các loại đèn được, nhưng nhà sản xuất không khuyến khích sử dụng chung 1 loại remote cho nhiều đèn mà nên sử dụng mỗi loại đèn 1 remote để tối ưu hiệu quả sử dụng của sản phẩm.
Đối với đèn CP 10W-40W-70W-90W,.khoảng cách điều khiển là ≤8m, tránh các vật cảm. Khi hết Pin thay Pin mã CR 2025(3V)
 Đối với đèn CSD70W-100W-120W, khoảng cách điều khiển <25m. Khi hết Pin thay Pin: 23A 12V",
265,NLMT029,"Điểm khác biệt của SP NLMT RĐ, mà sao giá đắt vậy?","Có 5 điểm khác cơ bản như sau:
Đèn RĐ sáng hơn, (kể cả đèn hãng khác có công suất lớn). Công bố thông số thật
Solar PV: To hơn & quy trình sx hoàn chỉnh, ""ko phải là loại solar thu hồi"" (to hơn thì sẽ nhận đc nhiều năng lượng hơn; & chất lượng đồng đềutuổi thọ dài hơn, nước mưa khó xâm nhập hơn)
PIN lưu điện, to hơn (thường là sẽ nặng hơn): Vật liệu chuẩn Lithium & đạt khoảng ~8000 lần nạp xả (các hãng thường chỉ khoảng 2000 lần)==> tuổi thọ nhiều hơn
Bộ điều khiển (như cái driver/ balats) của đèn: của RĐ có chế độ bảo vệ PIN khi quá áp & thấp áp ==> PIN bền hơn, các hãng khác thường không có
LED & lens: Sử dụng LED chuyên dùng cho chiếu sáng ngoài trời, có phân bố quang phù hợp (LEDs sẽ ít bị thay đổi quang theo thời gian.....)",
266,BU001,"KH hỏi A60 và A45, N1 và N2 và N3 khác nhau chỗ nào ? dòng chữ S ở cuối nghĩa là gì ?","Tư vấn khách A45, A60 chỉ là khác nhau ở kích thước bóng, Các chữ N là các đời bóng, chữ S ở cuối sản phẩm là dòng cao cấp hơn 1 chút còn về cơ bản tất cả các thông số vẫn là như nhau
A45, hay A60 là kích thước đường kính cover nhựa của bulb Tròn.
hoặc TR100, TR120 là kích thước cover của bulb Trụ.
Tùy nhu cầu của Khách hàng lựa chọn kiểu dáng theo sở thích.",
267,BU002,KH hỏi bulb trụ và tròn khác gì nhau?,Trả lời khách 2 sp đó khác nhau về kiểu dáng còn thông số kỹ thuật giống nhau,
268,BU003,"KH có đèn LED bulb, bị nước vào, KH hỏi nếu vẩy cho nước khô thì khi khô có thể sử dụng đc ko?","Khuyến cáo KH không sử dụng vì đèn rất dễ chập mạch, cháy nổ. 
Nếu khách là thợ điện có thể tháo nắp đèn để lấy mạch, dùng máy sấy khô. Tuy nhiên sẽ không đảm bảo an toàn, và tuổi thọ của sản phẩm.Và không được bảo hành bởi nhà sx.",
269,BU004,Đèn led bulb có thể lắp trong chao được không?,Hiện tại tất cả các dòng led bulb của Rạng đông khuyến cáo khách hàng không lắp trong chao chóa vì sẽ gây hiện tượng om nhiệt là giảm tuổi thọ và hư hỏng thiết bị.,
270,BU005,Đèn Led bulb đổi màu hoạt động như thế nào?,"Đèn LED bulb đổi màu Rạng đông có thể đổi 3 màu ánh sáng ( Trắng, vàng, Trung tính) thông qua mỗi lần tắt bật công tắc cơ.Sau khi tắt công tắt cơ 10s thì đèn mặc định trở về trạng thái ánh sáng màu Trắng trong lần bật kế tiếp",
271,BU006,Có đèn led Bulb cảm biến không?,"Rạng Đông đang có 2 loại bulb cảm biến
1 Model: A60.PIR/9W 
Đèn tích hợp cảm biến hồng ngoại PIR và cảm biến ánh sáng.
Khi ánh sáng môi trường < 80 lux và phát hiện có chuyển động trong vùng hoạt động của cám biến, đèn tự động bật sáng. Sau 60s nếu không phát hiện chuyển động, đèn tự động tắt.
Khi ánh sáng môi trường > 80 lux, đèn sẽ không tự động bật sáng khi phát hiện có chuyển động trong vùng hoạt động của cảm biến.
2.Bóng đèn LED BULB Cảm biến 9W
Model: A60.RAD 9W
Tích hợp khả năng cảm biến rada.",
272,BU007,Đèn LED bulb cấu tạo như thế nào?,"Đèn LED bulb gồm:
1. Đuôi cài ( E27 là chuẩn phổ biến)
2.Heatsink ( phần vỏ tản nhiệt) nhôm nhựa hoặc nhôm đúc tùy loại.
3. Mạch PCB (LED  driver) với driver liền hoặc rời.
4.Cover ( dạng tròn hoặc Trụ)",
273,BU008,Đèn led bulb có lắp được ngoài trời hay không?,"Đèn LED bulb đạt IP 20, chỉ phù hợp lắp đặt các khu vực trong nhà.
Nếu sử dụng lắp đặt ngoài trời phải cần có chao chóa chống nước theo kèm, đồng thời khuyến cáo: tránh ánh sáng chiếu sáng trực tiếp liên tục, chao chóa quá nhỏ.Khi lắp ngoài trời sẽ làm giảm chất lượng chiếu sáng và tuổi thọ của đèn LED",
274,BU009,"Tại sao đèn bulb lắp cho hệ thống đường nông thôn hay bị hư hàng loạt vào mùa mưa, mặc dù đã có chao chóa?","Vào mùa mưa, thường có giông sét theo kèm. Nhiều trường hợp sét không đánh trực tiếp, hoặc đánh trực tiếp vào đường dây điện tạo thành xung sét lan truyền. Gây hư hỏng hàng loạt bóng đèn chiếu sáng dạng bulb, nguyên nhân do các đèn led bulb này giới hạn của mạch chống xung sét nhỏ (cống suất 25W 0.5kV, >25w 1kV) mà dòng xung sét thường lớn nên dễ bị hư hàng loạt như vậy. Khuyến cáo khách hàng sử dụng các loại đèn CSD 30w, có mạch chống xung sét SPD đảm bảo an toàn và chi phí bảo trì.",
275,BU010,Đèn bulb trụ 80W có thể lắp trong môi trường công nghiệp được không? Rạng Đông có chóa đi kèm không?,"Đối với các nhà xưởng thấp, cao độ treo đèn <5m và không có yêu cầu cao về tiêu chuẩn chiếu sáng cũng như tiêu chí về IP, có thể sử dụng Bulb trụ 80W làm giải pháp chiếu sáng chung được.Khuyến cáo khách hàng không sử dụng với chao chụp vì sẽ gây hư hỏng bóng do om nhiệt, và sản phẩm đã có tai treo an toàn nên không lắp với chao chóa được.",
276,BU011,Đèn Bulb hay bị rớt cover đèn khi sử dụng?,"Nguyên nhân chính của việc rớt cover đèn do khách hàng sử dụng trong chao chóa, đèn om nhiệt làm lão hóa keo dán, gây nứt heatsink và rớt cover ( chụp) đèn.Khuyến cáo về yêu cầu sử dụng cho khách hàng.",
277,BU012,Bóng đèn LED bulb có cảm biến Rada sáng hoài không tắt? hoặc lắp trong phòng nhưng đi phía ngoài hành lang vẫn sáng? Nguyên nhân?,"Đèn Bulb sử dụng cảm biến Rada có độ nhạy cao, phạm vi quét lớn, có khả năng xuyên tường hoặc vật liệu mỏng.Không phân biệt người vật, nên trường hợp này, cần tìm hiểu kĩ vị trí lắp đặt của KH.Vì khả năng vẫn có chuyển động ( quạt hút, cành cây,...) trong phạm vi quét của cảm biến nên đèn duy trì trạng thái không tắt.",
278,BU013,Cách lựa chọn thay thế đèn compact Truyền thống sang đèn LED Bulb như thế nào?,"Khi khách hàng muốn thay thế đèn compact sang đèn LED bulb, cần xem công suất đèn cũ là bao nhiêu w? sau đó giảm đi 50% thì sẽ lựa chọn được đèn LED bulb thay thế tương đương.",
279,BU014,Rạng đông có đèn Kẹp bình không?,"Rạng Đông có 1 số dòng led Bulb kẹp bình như sau:
Model: LED A60N1 12-24VDC 9W
Model: LED TR70N1 12-24VDC/12W
Model: A60N1/9W.DCV2
Model: TR70N1/12W.DCV2",
280,BU015,Đèn bulb kẹp bình Rạng đông có thể sử dụng bình 24V không?,"Các loại đèn kẹp bình DC Rạng đông có thể sử dụng bình có điện áp 1 chiều từ 12-24V, Tùy theo công bố dải điện áp của sản phẩm trên bao bì, khách hàng lựa chọn bình ắc quy phù hợp,nếu sử dụng bình có điện áp lớn hoặc nhỏ hơn dải điện áp công bố sẽ gây hư hỏng đèn và không được bảo hành của NSX",
281,BU016,Đèn kẹp bình của Rạng đông có sử dụng cho điện năng lượng mặt trời được không?,"Điện năng lượng mặt trời dùng để thắp sáng cần được lưu trữ vào các thiết bị lưu trữ như pin hoặc Ắc quy, nếu đảm bảo các thông số về dải điện áp hoạt động cho phép của đèn thì hoàn toàn có thể sủ dụng được.
Tránh sử dụng điện NLMT đã converter qua điện AC sử dụng cho đèn Kẹp bình",
282,BU017,Rạng đông có đèn bulb nào chống ẩm không?,"Hiện tại các dòng đèn bulb dùng cho chiếu sáng dân dụng đều chỉ đạt IP 20 nên không đáp ứng được tính năng chống ẩm.Quý khách có thể sử dụng các loại đèn có đáp ứng tính năng chống ẩm như đèn Pha, đèn Highbay HB03, Bộ tube led chống ẩm...",
283,BU018,Đèn led bulb Rạng đông có sử dụng với dimmer được không?,"Tất cả các dòng bóng LED bulb dùng trong chiếu sáng dân dụng của Rạng đông đều không được sử dụng với dimmer được, nếu sử dụng sẽ gây hư hỏng giảm tuổi thọ và không được bảo hành bởi NSX.",
284,BU019,Rạng đông có đèn led bulb RGB hay không?,"Khách hàng có nhu cầu có thể tham khảo các dòng LED bulb smart của Rạng đông
Model: LED A60 RGBW/9W.WF
Model: A60.BLE.RGBCW/9W
Đèn có khả năng điều khiển từ xa,thông minh qua app điẹn thoại với các tính năng :Tắt mở,Hẹn giờ tắt mở dimming, CCT, đổi màu RGB theo nhu cầu.",
285,BU020,Đèn led Bulb cảm biến có công suất lớn không?,"Đèn bulb cảm biến rạng đông chỉ có 2 cấp công suất là 9 và 15W, Nếu khách có nhu cầu sử dụng chức năng cảm biến cho đèn công suất có thể kết hợp bóng led bulb công suất cao cùng 
Có công tắc cảm biến: 
Model: CT01.PIR 300W
Và đuôi đèn cảm biến: 
Model: ĐCB01.PIR E27/300W",
286,BU021,"Đèn led bulb lắp trong chao đèn âm trần bị chớp tắt, nguyên nhân?","Khuyến cáo của sản phẩm đèn led bulb là KH không sử dụng trong chao chụp vì sẽ gây om nhiệt ( nhiệt khi đèn hoạt động không tản đi được)
Khi om nhiệt sẽ làm hư hỏng chip LED làm giảm độ sáng, hư hỏng các linh kiện, gây nên hiện tượng đèn mờ, đèn chớp tắt hoặc không sáng.
1 số đèn để nguội bật lại thì không chớp nữa là do trong mạch có linh kiện cảnh báo quá nhiệt cho người sử dụng .Khi để nguội sử dụng lại thì lại bị quá nhiệt nên đèn chớp để cảnh báo.",
287,BU022,"Đèn led Bulb 60w lắp trong chao chụp có đường kính 400mm, sử dụng khoảng 4 tiếng đèn bị chớp, tắt đi bật lại thì không chớp, nhưng sử dụng tiếp thì bị chớp?","Khuyến cáo của sản phẩm đèn led bulb là KH không sử dụng trong chao chụp vì sẽ gây om nhiệt ( nhiệt khi đèn hoạt động không tản đi được)
Khi om nhiệt sẽ làm hư hỏng chip LED làm giảm độ sáng, hư hỏng các linh kiện, gây nên hiện tượng đèn mờ, đèn chớp tắt hoặc không sáng.
1 số đèn để nguội bật lại thì không chớp nữa là do trong mạch có linh kiện cảnh báo quá nhiệt cho người sử dụng .Khi để nguội sử dụng lại thì lại bị quá nhiệt nên đèn chớp để cảnh báo.",
288,BU023,Đèn led có thể lắp trong chụp đèn gắn tường có kinh IP65 không?,"Khuyến cáo của sản phẩm đèn led bulb là KH không sử dụng trong chao chụp vì sẽ gây om nhiệt ( nhiệt khi đèn hoạt động không tản đi được)
Khi om nhiệt sẽ làm hư hỏng chip LED làm giảm độ sáng, hư hỏng các linh kiện, gây nên hiện tượng đèn mờ, đèn chớp tắt hoặc không sáng.
1 số đèn để nguội bật lại thì không chớp nữa là do trong mạch có linh kiện cảnh báo quá nhiệt cho người sử dụng .Khi để nguội sử dụng lại thì lại bị quá nhiệt nên đèn chớp để cảnh báo.",
289,BU024,Đèn LED bulb có gây nhiễu các thiết bị liên lạc không?,"Các sản phẩm LED bulb Rạng đông đảm bảo tính năng chống nhiễu EMC , cơ bản không gây nhiễu lên các thiết bị khác.Tuy nhiên nếu sử dụng trên tàu cá cần lựa chọn bóng led Bulb chuyên dụng chống nhiễu cao như:
Bóng đèn LED BULB chuyên dụng cho tàu cá 30w
Model: TR100.TC/30W
Bóng đèn LED BULB chuyên dụng cho tàu cá 40w
Model: TR120.TC/40W",
290,BU025,Đèn led Bulb có tản nhiệt nhôm đúc và nhôm nhựa loại nào tốt hơn?,"Mỗi sản phẩm đều được nghiên cứu tính toán về khả năng tản nhiệt kĩ càng, Nhôm đúc hay nhôm nhựa đều đảm bảo các tính năng của sản phẩm như công bố của nhà sản xuất về tuổi thọ chất lượng.Khách hàng có thể lựa chọn theo nhu cầu cá nhân.",
291,TU001,Đèn Tube led của Rạng đông gồm mấy loại?,"Nhóm tube LED hiện nay theo kích thước chia làm 2 loại: 0.6 và 1.2m
Theo vật liệu chia làm 3 nhóm: 
 Đèn tube nhôm nhựa: Model T8 1200 20w/ T8 600 10w
 Đèn tube led thủy tinh: Model T8 TT01 1200 20w/ T8 TT01 600/10w
 Đèn tube led thủy tinh bọc nhựa: Model T8 N02 1200/20w/ T8 N02 600 10w
Theo màu sắc: loại 1 màu và đổi màu
Theo tính năng : loại tube thông thường và tube led có cảm biến",
292,TU002,Đèn tube led cảm biến Rạng đông sử dụng loại cảm biến gì và phạm vi cảm biến như thế nào?,"Bóng đèn LED Tuýp T8 1.2m 18W Cảm Biến
Model: LED TUBE T8 120/18W RADA
Tích hợp cảm biến Radar phát hiện chuyển động
Khi phát hiện có chuyển động trong vùng hoạt động của cảm biến, đèn tự động bật sáng. sau 180 giây nếu không phát hiện chuyển động đèn tự động tắt
Khoảng cách phát hiện: ≤5 (m)
Góc phát hiện cảm biến: 120x360 độ (lux)",
293,TU003,Thay thế bóng LED tube cho bóng Huỳnh quang cần lưu ý gì?,"Khi thay thế bóng LED tube vào các bộ máng cũ đang sử dụng bóng Huỳnh quang
có 2 trường hợp cần lưu ý:
Nếu sử dụng tăng phô (balast)sắt từ chỉ cần tháo bỏ chuột (tắt te) , sau đó lắp bóng tube led vào là có thể sử dụng được.
Trường hợp sử dụng tăng phô (balast) điện tử hoặc sắt từ đã bị hư thì thực hiện cắt bỏ dây và đấu nối như sơ đồ trên bao bì.(1 đầu gài là dây nóng, đầu còn lại là dây nguội)",
294,TU004,"Nếu sử dụng tăng phô ( balast )sắt từ chỉ cần tháo bỏ chuột ( tắt te) , sau đó lắp bóng tube led vào là có thể sử dụng, điện năng có tiêu thụ vào tăng phô không?","Để thay thế nhanh chóng và dễ dàng cho người tiêu dùng thì có thể tháo chuột ( tắc te) để sử dụng bóng tube vào bộ máng cũ.Khi tháo chuột( tắc te) thì dòng điện qua balats không bị tiêu hao đáng kể, nên KH có thể yên tâm.Tuy nhiên khuyến cáo an toàn từ NSX , KH nên thực hiện đấu nối lại dây dẫn theo HDSD trên bao bì để đảm bảo an toàn nhất cho quá trình sử dụng",
295,TU005,Rạng đông có bán máng đèn để gắn tube led không?,"Các dòng máng có thể lắp tube led
Máng LED TUBE M9
Model: FS 40/36x1 M9
Model: FS 20/18x1 M9
Model: FS 40/36x2 M9
Máng LED TUBE M6
Model: FS 20/18x3 M6
Model: FS 40/36x2",
296,TU006,Các bộ tube led Rạng đông gồm những loại nào?,"Có 3 loại bộ tube led tương ứng với 3 loại tube led chính
Bộ đèn LED Tuýp T8 0.6m/1.2m 10W /20W dùng bóng Thủy tinh
Model: BD T8L TT01 M21.1/10Wx1 /20Wx1
Bộ đèn LED Tuýp T8 0.6m/1.2m 10W /20W dùng bóng Thủy tinh bọc nhựa
Model: BD N02 M11/10Wx1/ 20Wx1
Bộ đèn LED Tuýp T8 0.6m/1.2m 10W /20W dùng bóng Nhôm Nhựa
Model: BD T8L M11/10Wx1/ 20Wx1",
297,TU007,Rạng đông có bóng tube điện vào 1 đầu không?,"Hiên tại trên thị trường phần lớn các hãng đều làm bóng tube led với cách đấu nối điện 2 đầu (1 đầu dây L, 1 đầu dây N), Rạng Đông cũng tương tự như vậy, không có loại điện vào 1 đầu (duy nhất có Philips thế hệ cũ mới có)",
298,TU008,Tube led Rạng đông có góc chiếu sáng bao nhiêu độ?,"Dòng tube led T8 Thủy tinh và Thủy tinh bọc nhựa , góc chiếu sáng >160 độ tạo trường sáng rộng.
Dòng tube led Nhôm nhựa góc chiếu sáng 110 độ.",
299,TU009,Điểm khác biệt giữa đèn tube nhôm nhựa và tube led Thủy tinh/thủy tinh bọc nhựa là gì?,"Điểm khác nhau của 2 dòng bóng này là:
Phần vật liệu: 
Bóng tube led nhôm nhựa tản nhiệt bẳng vật liệu nhôm, cover nhựa dạng bán cầu.Sử dụng chip LED Samsung
Bóng tube led thủy tinh/ thủy tinh bọc nhựa sử dụng vật liệu tản nhiệt và cover đèn là thủy tinh .Sử dụng Chip led Hàn Quốc Seoul Semiconductor
Khác biệt về góc chiếu 
Dòng tube led T8 Thủy tinh và Thủy tinh bọc nhựa , góc chiếu sáng >160 độ tạo trường sáng rộng.
Dòng tube led Nhôm nhựa góc chiếu sáng 110 độ.
Tuổi thọ đèn gần tương đương nhau
Do cấu thành về vật liệu khác nhau nên giá thành cũng có sự khác biệt
Dòng tube led T8 Thủy tinh và Thủy tinh bọc nhựa phù hợp với chiếu sáng dân dụng, thời gian sử dụng ngắn, cường độ sử dụng không nhiều
Dòng tube nhôm nhựa cho độ bền cao hơn cho việc sử dụng trong các lĩnh vực công nghiệp",
300,TU010,Điểm khác biệt giữa Tube led Rạng đông và các đối thủ trên thị trường?,"Các dòng bóng tube Rạng đông sử dụng các loại chip led chất lượng cao của Samsung /Hàn Quốc có tuổi thọ cao, Chỉ số hoàn màu CRI >80, Tuân thủ tiêu chuẩn LM70 trong quá trình sản xuất.Đảm bảo các tiêu chí quang điện cho phép đối với người sử dụng.
Ngoài ra Dòng tube led Thủy tinh của Rạng đông có hiệu suất sáng từ 130-150lm/W sáng nhất thị trường.Với giá thành hợp lý.
Các dòng tube led đều có chống nhiễu EMC để không gây nhiễu lên các thiết bị khác khi hoạt động",
301,TU011,"Bóng tube led Rạng đông có mạch chống xung điện áp cao, hay xung sét lan truyền không?","Tube led là sản phẩm chủ yếu lắp trong nhà, công suất thấp. Mạch tích hợp trong driver có khả năng chống xung điện áp cao, hoặc xung sét lan truyền chỉ tối đa 0.5kV. Những xung điện áp , xung sét lan truyền lớn hơn sẽ gây hư hỏng đèn nếu gặp phải.",
302,TU012,"Sử dụng tube led có cần lắp thêm chao, chóa như các dòng bóng Huỳnh quang khác ko?","Đối với tất cả các sản phẩm chiếu sáng công nghệ LED thì không cần thiết phải sử dụng chao chóa để gom sáng như các sản phẩm chiếu sáng công nghệ cũ.Vì LED có đặc tính định hướng chiếu sáng cao, gần 99% ánh sáng chiếu xuống bề mặt làm việc và không bị suy hao.Dùng chao chóa gây lãng phí và không kinh tế.",
303,TU013,Đèn led tube tiết kiệm điện như thế nào so với đèn huỳnh quang?,"1 so sánh đơn giản: Bóng đèn Huỳnh quang 1.2m T8 có công suất bóng 36 W  thêm tăng phô (balast) sắt từ có công suất từ 10 -12w--> 1 bộ đèn huỳnh quang đơn sẽ tiêu thụ khoản 46W.
Khi thay thế bằng 1 bóng đèn LED tube tương đương kích thước thì cả công suất bóng LED  driver chỉ từ 18-20W.
Như vậy mức tiết kiệm năng lượng >50%",
304,TU014,"Tại sao quang thông 1 bóng đèn Huỳnh quang 1.2m là 2500lm
1 bóng đèn tube led nhôm nhựa của Rạng đông 1.2m 20w là 2300lm, nhưng lại sáng hơn rất nhiều?","Trong chiếu sáng, quang thông được định danh cho mức độ sáng của đèn. Có 2 loại quang thông
Quang thông danh định: Quang thông tổng mà nguồn sáng có thể phát ra
Quang thông hiệu dụng: Quang thông được chiếu xuống bề mặt làm việc.
Đối với đèn HQ quang thông hiệu dụng chỉ bằng 0.6-0.7 so với quang thông danh định do 1 phần ánh sáng bị phản xạ đi những không gian khác do đặc tính của bộ đèn.Trong khi đó đèn LED Tube với đặc tính định hướng của LED khi chiếu sáng, Quang thông hiệu dụng gần xấp xỉ quang thông danh định của đèn.Vậy nên LED tube mặc dù Quang thông danh định nhỏ hơn nhưng giá trị Quang thông hiệu dụng lại lớn hơn nhiều so với đèn HQ.",
305,TU015,Sao bộ led tuýp đôi có có nguyên bộ mà lại bán rời máng  bóng?,"Các bộ đèn tube LED đơn khi đóng gói có thể đóng nguyên bộ , tuy nhiên bộ đèn máng M9 đôi, do kết cấu phần tai gài lớn, thêm 2 bóng đèn .Trong quá trình vận chuyển dễ gây hư hỏng sản phẩm,ảnh hưởng đến chất lượng.Thế nên RĐ thực hiện đóng gói máng riêng, bóng riêng để đảm bảo chất lượng sản phẩm tốt nhất đến tay KH.",
306,TU016,Bóng led tuýp hoạt động 24/24 có ảnh hưởng gì tới tuổi thọ đèn không? có chính sách bảo hành riêng đi kèm không?,"Bất kỳ máy móc , hay thiết bị nào kể cả con người đều cần có thời gian nghỉ ngơi sau quá trình làm việc dài, để tránh quá tải cũng như các vấn đề khác về tuổi thọ và độ ổn định khi hoạt động.Tương tự nếu những sản phẩm đèn chiếu sáng, cụ thể là đèn tube khi hoạt động ở điều kiện 24/24 chắc chắn sẽ gặp nhiều vấn đề như: tuổi thọ đèn sẽ ngắn hơn so với công bố, tỉ lệ bóng hỏng sẽ nhiều hơn.mức độ suy giảm quang sẽ nhanh hơn.( sau 3000-4000h quang thông suy giảm từ 5-6%)
Chính sách BH sẽ giảm từ 2 nămcòn 1 năm.",
307,TU017,"Sử dụng đèn tube cho các khu vực đặc thù như nhà kho, dây chuyền sản xuất hay những môi trường hơi khắc nghiệt được không?","Đối với các khu vực đặc thù thì Rạng Đông cung cấp các giải pháp đèn chuyên dụng như bộ đèn chống ẩm, chống nổ, giúp đảm bảo hoạt động ổn định được trong các môi trường khắc nghiệt có nhiều bụi bặm hoặc đổ ẩm cao
Mã đèn: CN01, CA01, CA02",
308,DL001,Đèn DL khác đèn panel ở điểm nào?,"Đèn DL sử dụng nguyên lý chiếu sáng trực tiếp ( chip LED được gắn đều lên bề mặt bảng mạch chiếu sáng)
Đèn DL có độ dày hơn đèn Panel
Đèn DL có hiệu suất sáng ( quang thông cao hơn) do không bị giới hạn về số lượng chip LED phân bố so với Panel",
309,DL002,Đèn LED DL có mấy loại?,"Hiện tại RĐ đang chia sản phẩm theo: 
Sản phẩm thường và sản phẩm thông minh
Sản phẩm 1 màu ánh sáng và sản phẩm có thể đổi màu
Về hình thức hiện đang chia thành các loại:
Sản phẩm viền trơn trắng sữa và sản phẩm mạ viền ( vàng hoặc bạc)
Sản phẩm cố định góc/sản phẩm xoay góc 
Sản phẩm lắp âm trần, nổi trần",
